,AMWN796XA8EMA,A2RG35OL29USI,A1CF1W8CP0DHB,A21LNC7SH15DN
361995,-100.0,-100.0,-100.0,-100.0
362012,-100.0,-100.0,-100.0,-100.0
362019,-100.0,-100.0,-100.0,-100.0
362026,-100.0,-100.0,-100.0,-100.0
362032,-100.0,-100.0,-100.0,-100.0
362036,-100.0,-100.0,-100.0,-100.0
362044,-100.0,-100.0,-100.0,-100.0
362053,-100.0,-100.0,-100.0,-100.0
362058,-100.0,-100.0,-100.0,-100.0
362066,-100.0,-100.0,-100.0,-100.0
362074,-100.0,-100.0,-100.0,-100.0
362093,-100.0,-100.0,-100.0,-100.0
362098,-100.0,-100.0,-100.0,-100.0
362105,-100.0,-100.0,-100.0,-100.0
362110,-100.0,-100.0,-100.0,-100.0
362126,-100.0,-100.0,-100.0,-100.0
362132,-100.0,-100.0,-100.0,-100.0
362140,-100.0,-100.0,-100.0,-100.0
362146,-100.0,-100.0,-100.0,-100.0
362153,-100.0,-100.0,-100.0,-100.0
362160,-100.0,-100.0,-100.0,-100.0
362173,-100.0,-100.0,-100.0,-100.0
362181,-100.0,-100.0,-100.0,-100.0
362189,-100.0,-100.0,-100.0,-100.0
362216,-100.0,-100.0,-100.0,-100.0
362224,-100.0,-100.0,-100.0,-100.0
362230,-100.0,-100.0,-100.0,-100.0
362241,-100.0,-100.0,-100.0,-100.0
362247,-100.0,-100.0,-100.0,-100.0
362253,-100.0,-100.0,-100.0,-100.0
362259,-100.0,-100.0,-100.0,-100.0
362266,-100.0,-100.0,-100.0,-100.0
362280,-100.0,-100.0,-100.0,-100.0
362287,-100.0,-100.0,-100.0,-100.0
362297,-100.0,-100.0,-100.0,-100.0
362304,-100.0,-100.0,-100.0,-100.0
362309,-100.0,-100.0,-100.0,-100.0
362319,-100.0,-100.0,-100.0,-100.0
362324,-100.0,-100.0,-100.0,-100.0
362336,-100.0,-100.0,-100.0,-100.0
362341,-100.0,-100.0,-100.0,-100.0
362364,-100.0,-100.0,-100.0,-100.0
362370,-100.0,-100.0,-100.0,-100.0
362377,-100.0,-100.0,-100.0,-100.0
362383,-100.0,-100.0,-100.0,-100.0
362398,-100.0,-100.0,-100.0,-100.0
362406,-100.0,-100.0,-100.0,-100.0
362414,-100.0,-100.0,-100.0,-100.0
362419,-100.0,-100.0,-100.0,-100.0
362427,-100.0,-100.0,-100.0,-100.0
362432,-100.0,-100.0,-100.0,-100.0
362446,-100.0,-100.0,-100.0,-100.0
362451,-100.0,-100.0,-100.0,-100.0
362457,-100.0,-100.0,-100.0,-100.0
362474,-100.0,-100.0,-100.0,-100.0
362483,-100.0,-100.0,-100.0,-100.0
362488,-100.0,-100.0,-100.0,-100.0
362500,-100.0,-100.0,-100.0,-100.0
362506,-100.0,-100.0,-100.0,-100.0
362520,-100.0,-100.0,-100.0,-100.0
362525,-100.0,-100.0,-100.0,-100.0
362540,-100.0,-100.0,-100.0,-100.0
362546,-100.0,-100.0,-100.0,-100.0
362556,-100.0,-100.0,-100.0,-100.0
362562,-100.0,-100.0,-100.0,-100.0
362571,-100.0,-100.0,-100.0,-100.0
362577,-100.0,-100.0,-100.0,-100.0
362589,-100.0,-100.0,-100.0,-100.0
362594,-100.0,-100.0,-100.0,-100.0
362606,-100.0,-100.0,-100.0,-100.0
362612,-100.0,-100.0,-100.0,-100.0
362627,-100.0,-100.0,-100.0,-100.0
362634,-100.0,-100.0,-100.0,-100.0
362641,-100.0,-100.0,-100.0,-100.0
362664,-100.0,-100.0,-100.0,-100.0
362675,-100.0,-100.0,-100.0,-100.0
362682,-100.0,-100.0,-100.0,-100.0
362683,-100.0,-100.0,-100.0,-100.0
362689,-100.0,-100.0,-100.0,-100.0
362706,-100.0,-100.0,-100.0,-100.0
362711,-100.0,-100.0,-100.0,-100.0
362718,-100.0,-100.0,-100.0,-100.0
362726,-100.0,-100.0,-100.0,-100.0
362735,-100.0,-100.0,-100.0,-100.0
362743,-100.0,-100.0,-100.0,-100.0
362762,-100.0,-100.0,-100.0,-100.0
362771,-100.0,-100.0,-100.0,-100.0
362779,-100.0,-100.0,-100.0,-100.0
362787,-100.0,-100.0,-100.0,-100.0
362794,-100.0,-100.0,-100.0,-100.0
362800,-100.0,-100.0,-100.0,-100.0
362810,-100.0,-100.0,-100.0,-100.0
362815,-100.0,-100.0,-100.0,-100.0
362823,-100.0,-100.0,-100.0,-100.0
362830,-100.0,-100.0,-100.0,-100.0
362847,-100.0,-100.0,-100.0,-100.0
362854,-100.0,-100.0,-100.0,-100.0
362861,-100.0,-100.0,-100.0,-100.0
362868,-100.0,-100.0,-100.0,-100.0
362876,-100.0,-100.0,-100.0,-100.0
362882,-100.0,-100.0,-100.0,-100.0
362891,-100.0,-100.0,-100.0,-100.0
362897,-100.0,-100.0,-100.0,-100.0
362906,-100.0,-100.0,-100.0,-100.0
362916,-100.0,-100.0,-100.0,-100.0
362923,-100.0,-100.0,-100.0,-100.0
362932,-100.0,-100.0,-100.0,-100.0
362940,-100.0,-100.0,-100.0,-100.0
362950,-100.0,-100.0,-100.0,-100.0
362957,-100.0,-100.0,-100.0,-100.0
362969,-100.0,-100.0,-100.0,-100.0
362975,-100.0,-100.0,-100.0,-100.0
362985,-100.0,-100.0,-100.0,-100.0
362994,-100.0,-100.0,-100.0,-100.0
363002,-100.0,-100.0,-100.0,-100.0
363010,-100.0,-100.0,-100.0,-100.0
363020,-100.0,-100.0,-100.0,-100.0
363029,-100.0,-100.0,-100.0,-100.0
363039,-100.0,-100.0,-100.0,-100.0
363046,-100.0,-100.0,-100.0,-100.0
363056,-100.0,-100.0,-100.0,-100.0
363062,-100.0,-100.0,-100.0,-100.0
363073,-100.0,-100.0,-100.0,-100.0
363080,-100.0,-100.0,-100.0,-100.0
363098,-100.0,-100.0,-100.0,-100.0
363104,-100.0,-100.0,-100.0,-100.0
363114,-100.0,-100.0,-100.0,-100.0
363128,-100.0,-100.0,-100.0,-100.0
363135,-100.0,-100.0,-100.0,-100.0
363142,-100.0,-100.0,-100.0,-100.0
363151,-100.0,-100.0,-100.0,-100.0
363159,-100.0,-100.0,-100.0,-100.0
363167,-100.0,-100.0,-100.0,-100.0
363175,-100.0,-100.0,-100.0,-100.0
363184,-100.0,-100.0,-100.0,-100.0
363192,-100.0,-100.0,-100.0,-100.0
363209,-100.0,-100.0,-100.0,-100.0
363216,-100.0,-100.0,-100.0,-100.0
363223,-100.0,-100.0,-100.0,-100.0
363242,-100.0,-100.0,-100.0,-100.0
363255,-100.0,-100.0,-100.0,-100.0
363264,-100.0,-100.0,-100.0,-100.0
363273,-100.0,-100.0,-100.0,-100.0
363279,-100.0,-100.0,-100.0,-100.0
363293,-100.0,-100.0,-100.0,-100.0
363300,-100.0,-100.0,-100.0,-100.0
363307,-100.0,-100.0,-100.0,-100.0
363313,-100.0,-100.0,-100.0,-100.0
363314,-100.0,-100.0,-100.0,-100.0
363320,-100.0,-100.0,-100.0,-100.0
363332,-100.0,-100.0,-100.0,-100.0
363337,-100.0,-100.0,-100.0,-100.0
363349,-100.0,-100.0,-100.0,-100.0
363357,-100.0,-100.0,-100.0,-100.0
363367,-100.0,-100.0,-100.0,-100.0
363374,-100.0,-100.0,-100.0,-100.0
363383,-100.0,-100.0,-100.0,-100.0
363390,-100.0,-100.0,-100.0,-100.0
363401,-100.0,-100.0,-100.0,-100.0
363427,-100.0,-100.0,-100.0,-100.0
363437,-100.0,-100.0,-100.0,-100.0
363465,-100.0,-100.0,-100.0,-100.0
363474,-100.0,-100.0,-100.0,-100.0
363482,-100.0,-100.0,-100.0,-100.0
363489,-100.0,-100.0,-100.0,-100.0
363503,-100.0,-100.0,-100.0,-100.0
363514,-100.0,-100.0,-100.0,-100.0
363533,-100.0,-100.0,-100.0,-100.0
363539,-100.0,-100.0,-100.0,-100.0
363559,-100.0,-100.0,-100.0,-100.0
363568,-100.0,-100.0,-100.0,-100.0
363576,-100.0,-100.0,-100.0,-100.0
363583,-100.0,-100.0,-100.0,-100.0
363590,-100.0,-100.0,-100.0,-100.0
363601,-100.0,-100.0,-100.0,-100.0
363630,-100.0,-100.0,-100.0,-100.0
363637,-100.0,-100.0,-100.0,-100.0
363645,-100.0,-100.0,-100.0,-100.0
363653,-100.0,-100.0,-100.0,-100.0
363659,-100.0,-100.0,-100.0,-100.0
363671,-100.0,-100.0,-100.0,-100.0
363677,-100.0,-100.0,-100.0,-100.0
363688,-100.0,-100.0,-100.0,-100.0
363716,-100.0,-100.0,-100.0,-100.0
363723,-100.0,-100.0,-100.0,-100.0
363731,-100.0,-100.0,-100.0,-100.0
363740,-100.0,-100.0,-100.0,-100.0
363745,-100.0,-100.0,-100.0,-100.0
363747,-100.0,-100.0,-100.0,-100.0
363754,-100.0,-100.0,-100.0,-100.0
363765,-100.0,-100.0,-100.0,-100.0
363771,-100.0,-100.0,-100.0,-100.0
363791,-100.0,-100.0,-100.0,-100.0
363804,-100.0,-100.0,-100.0,-100.0
363811,-100.0,-100.0,-100.0,-100.0
369956,-100.0,-100.0,-100.0,-100.0
369973,-100.0,-100.0,-100.0,-100.0
370016,-100.0,-100.0,-100.0,-100.0
370024,-100.0,-100.0,-100.0,-100.0
370049,-100.0,-100.0,-100.0,-100.0
370057,-100.0,-100.0,-100.0,-100.0
370088,-100.0,-100.0,-100.0,-100.0
370095,-100.0,-100.0,-100.0,-100.0
370126,-100.0,-100.0,-100.0,-100.0
370141,-100.0,-100.0,-100.0,-100.0
370166,-100.0,-100.0,-100.0,-100.0
370176,-100.0,-100.0,-100.0,-100.0
370204,-100.0,-100.0,-100.0,-100.0
370214,-100.0,-100.0,-100.0,-100.0
370226,-100.0,-100.0,-100.0,-100.0
370236,-100.0,-100.0,-100.0,-100.0
370264,-100.0,-100.0,-100.0,-100.0
370274,-100.0,-100.0,-100.0,-100.0
370302,-100.0,-100.0,-100.0,-100.0
370312,-100.0,-100.0,-100.0,-100.0
374309,-100.0,-100.0,-100.0,-100.0
374331,-100.0,-100.0,-100.0,-100.0
374384,-100.0,-100.0,-100.0,-100.0
374438,-100.0,-100.0,-100.0,-100.0
374529,-100.0,-100.0,-100.0,-100.0
374549,-100.0,-100.0,-100.0,-100.0
374573,-100.0,-100.0,-100.0,-100.0
374602,-100.0,-100.0,-100.0,-100.0
374617,-100.0,-100.0,-100.0,-100.0
374651,-100.0,-100.0,-100.0,-100.0
374670,-100.0,-100.0,-100.0,-100.0
374697,-100.0,-100.0,-100.0,-100.0
374783,-100.0,-100.0,-100.0,-100.0
374799,-100.0,-100.0,-100.0,-100.0
374843,-100.0,-100.0,-100.0,-100.0
374856,-100.0,-100.0,-100.0,-100.0
374913,-100.0,-100.0,-100.0,-100.0
374927,-100.0,-100.0,-100.0,-100.0
374972,-100.0,-100.0,-100.0,-100.0
374985,-100.0,-100.0,-100.0,-100.0
375028,-100.0,-100.0,-100.0,-100.0
375046,-100.0,-100.0,-100.0,-100.0
375069,-100.0,-100.0,-100.0,-100.0
375090,-100.0,-100.0,-100.0,-100.0
375131,-100.0,-100.0,-100.0,-100.0
375149,-100.0,-100.0,-100.0,-100.0
375172,-100.0,-100.0,-100.0,-100.0
375209,-100.0,-100.0,-100.0,-100.0
375392,-100.0,-100.0,-100.0,-100.0
375411,-100.0,-100.0,-100.0,-100.0
375448,-100.0,-100.0,-100.0,-100.0
375468,-100.0,-100.0,-100.0,-100.0
375488,-100.0,-100.0,-100.0,-100.0
375502,-100.0,-100.0,-100.0,-100.0
375524,-100.0,-100.0,-100.0,-100.0
375555,-100.0,-100.0,-100.0,-100.0
375580,-100.0,-100.0,-100.0,-100.0
375593,-100.0,-100.0,-100.0,-100.0
375613,-100.0,-100.0,-100.0,-100.0
375628,-100.0,-100.0,-100.0,-100.0
375697,-100.0,-100.0,-100.0,-100.0
375708,-100.0,-100.0,-100.0,-100.0
375752,-100.0,-100.0,-100.0,-100.0
375766,-100.0,-100.0,-100.0,-100.0
375889,-100.0,-100.0,-100.0,-100.0
375910,-100.0,-100.0,-100.0,-100.0
375953,-100.0,-100.0,-100.0,-100.0
375981,-100.0,-100.0,-100.0,-100.0
376021,-100.0,-100.0,-100.0,-100.0
376044,-100.0,-100.0,-100.0,-100.0
376241,-100.0,-100.0,-100.0,-100.0
376277,-100.0,-100.0,-100.0,-100.0
376299,-100.0,-100.0,-100.0,-100.0
376323,-100.0,-100.0,-100.0,-100.0
376339,-100.0,-100.0,-100.0,-100.0
376371,-100.0,-100.0,-100.0,-100.0
376444,-100.0,-100.0,-100.0,-100.0
376477,-100.0,-100.0,-100.0,-100.0
376539,-100.0,-100.0,-100.0,-100.0
376584,-100.0,-100.0,-100.0,-100.0
376715,-100.0,-100.0,-100.0,-100.0
376759,-100.0,-100.0,-100.0,-100.0
376807,-100.0,-100.0,-100.0,-100.0
376827,-100.0,-100.0,-100.0,-100.0
376871,-100.0,-100.0,-100.0,-100.0
376920,-100.0,-100.0,-100.0,-100.0
376963,-100.0,-100.0,-100.0,-100.0
376980,-100.0,-100.0,-100.0,-100.0
376996,-100.0,-100.0,-100.0,-100.0
377016,-100.0,-100.0,-100.0,-100.0
377063,-100.0,-100.0,-100.0,-100.0
377082,-100.0,-100.0,-100.0,-100.0
377127,-100.0,-100.0,-100.0,-100.0
377154,-100.0,-100.0,-100.0,-100.0
377202,-100.0,-100.0,-100.0,-100.0
377234,-100.0,-100.0,-100.0,-100.0
377257,-100.0,-100.0,-100.0,-100.0
377302,-100.0,-100.0,-100.0,-100.0
377360,-100.0,-100.0,-100.0,-100.0
377394,-100.0,-100.0,-100.0,-100.0
377448,-100.0,-100.0,-100.0,-100.0
377464,-100.0,-100.0,-100.0,-100.0
377552,-100.0,-100.0,-100.0,-100.0
377589,-100.0,-100.0,-100.0,-100.0
377625,-100.0,-100.0,-100.0,-100.0
377780,-100.0,-100.0,-100.0,-100.0
377791,-100.0,-100.0,-100.0,-100.0
377822,-100.0,-100.0,-100.0,-100.0
377890,-100.0,-100.0,-100.0,-100.0
377911,-100.0,-100.0,-100.0,-100.0
377998,-100.0,-100.0,-100.0,-100.0
378023,-100.0,-100.0,-100.0,-100.0
378056,-100.0,-100.0,-100.0,-100.0
378074,-100.0,-100.0,-100.0,-100.0
378100,-100.0,-100.0,-100.0,-100.0
378105,-100.0,-100.0,-100.0,-100.0
378118,-100.0,-100.0,-100.0,-100.0
378132,-100.0,-100.0,-100.0,-100.0
378152,-100.0,-100.0,-100.0,-100.0
378280,-100.0,-100.0,-100.0,-100.0
378357,-100.0,-100.0,-100.0,-100.0
378423,-100.0,-100.0,-100.0,-100.0
378445,-100.0,-100.0,-100.0,-100.0
378466,-100.0,-100.0,-100.0,-100.0
378481,-100.0,-100.0,-100.0,-100.0
378508,-100.0,-100.0,-100.0,-100.0
378612,-100.0,-100.0,-100.0,-100.0
378710,-100.0,-100.0,-100.0,-100.0
378744,-100.0,-100.0,-100.0,-100.0
378845,-100.0,-100.0,-100.0,-100.0
378877,-100.0,-100.0,-100.0,-100.0
378891,-100.0,-100.0,-100.0,-100.0
378896,-100.0,-100.0,-100.0,-100.0
378926,-100.0,-100.0,-100.0,-100.0
378953,-100.0,-100.0,-100.0,-100.0
379032,-100.0,-100.0,-100.0,-100.0
379056,-100.0,-100.0,-100.0,-100.0
379094,-100.0,-100.0,-100.0,-100.0
379105,-100.0,-100.0,-100.0,-100.0
379114,-100.0,-100.0,-100.0,-100.0
379130,-100.0,-100.0,-100.0,-100.0
379131,-100.0,-100.0,-100.0,-100.0
379175,-100.0,-100.0,-100.0,-100.0
379205,-100.0,-100.0,-100.0,-100.0
379272,-100.0,-100.0,-100.0,-100.0
379279,-100.0,-100.0,-100.0,-100.0
379293,-100.0,-100.0,-100.0,-100.0
379306,-100.0,-100.0,-100.0,-100.0
379307,-100.0,-100.0,-100.0,-100.0
379324,-100.0,-100.0,-100.0,-100.0
379343,-100.0,-100.0,-100.0,-100.0
379353,-100.0,-100.0,-100.0,-100.0
379378,-100.0,-100.0,-100.0,-100.0
379426,-100.0,-100.0,-100.0,-100.0
379433,-100.0,-100.0,-100.0,-100.0
379454,-100.0,-100.0,-100.0,-100.0
379474,-100.0,-100.0,-100.0,-100.0
379503,-100.0,-100.0,-100.0,-100.0
379536,-100.0,-100.0,-100.0,-100.0
379551,-100.0,-100.0,-100.0,-100.0
379618,-100.0,-100.0,-100.0,-100.0
379620,-100.0,-100.0,-100.0,-100.0
379634,-100.0,-100.0,-100.0,-100.0
379650,-100.0,-100.0,-100.0,-100.0
379670,-100.0,-100.0,-100.0,-100.0
379688,-100.0,-100.0,-100.0,-100.0
379715,-100.0,-100.0,-100.0,-100.0
379750,-100.0,-100.0,-100.0,-100.0
379774,-100.0,-100.0,-100.0,-100.0
379788,-100.0,-100.0,-100.0,-100.0
379793,-100.0,-100.0,-100.0,-100.0
379807,-100.0,-100.0,-100.0,-100.0
379822,-100.0,-100.0,-100.0,-100.0
379835,-100.0,-100.0,-100.0,-100.0
379854,-100.0,-100.0,-100.0,-100.0
379857,-100.0,-100.0,-100.0,-100.0
379872,-100.0,-100.0,-100.0,-100.0
379893,-100.0,-100.0,-100.0,-100.0
380005,-100.0,-100.0,-100.0,-100.0
380023,-100.0,-100.0,-100.0,-100.0
380041,-100.0,-100.0,-100.0,-100.0
380055,-100.0,-100.0,-100.0,-100.0
380071,-100.0,-100.0,-100.0,-100.0
380075,-100.0,-100.0,-100.0,-100.0
380089,-100.0,-100.0,-100.0,-100.0
380090,-100.0,-100.0,-100.0,-100.0
380121,-100.0,-100.0,-100.0,-100.0
380154,-100.0,-100.0,-100.0,-100.0
380175,-100.0,-100.0,-100.0,-100.0
380190,-100.0,-100.0,-100.0,-100.0
380192,-100.0,-100.0,-100.0,-100.0
380203,-100.0,-100.0,-100.0,-100.0
380221,-100.0,-100.0,-100.0,-100.0
380238,-100.0,-100.0,-100.0,-100.0
380253,-100.0,-100.0,-100.0,-100.0
380254,-100.0,-100.0,-100.0,-100.0
380280,-100.0,-100.0,-100.0,-100.0
380338,-100.0,-100.0,-100.0,-100.0
380352,-100.0,-100.0,-100.0,-100.0
380373,-100.0,-100.0,-100.0,-100.0
380392,-100.0,-100.0,-100.0,-100.0
380403,-100.0,-100.0,-100.0,-100.0
380415,-100.0,-100.0,-100.0,-100.0
380690,-100.0,-100.0,-100.0,-100.0
380710,-100.0,-100.0,-100.0,-100.0
380724,-100.0,-100.0,-100.0,-100.0
380740,-100.0,-100.0,-100.0,-100.0
380761,-100.0,-100.0,-100.0,-100.0
380773,-100.0,-100.0,-100.0,-100.0
380793,-100.0,-100.0,-100.0,-100.0
380807,-100.0,-100.0,-100.0,-100.0
380891,-100.0,-100.0,-100.0,-100.0
380908,-100.0,-100.0,-100.0,-100.0
380925,-100.0,-100.0,-100.0,-100.0
380941,-100.0,-100.0,-100.0,-100.0
380967,-100.0,-100.0,-100.0,-100.0
380974,-100.0,-100.0,-100.0,-100.0
381045,-100.0,-100.0,-100.0,-100.0
381062,-100.0,-100.0,-100.0,-100.0
381081,-100.0,-100.0,-100.0,-100.0
381085,-100.0,-100.0,-100.0,-100.0
381110,-100.0,-100.0,-100.0,-100.0
381125,-100.0,-100.0,-100.0,-100.0
381242,-100.0,-100.0,-100.0,-100.0
381260,-100.0,-100.0,-100.0,-100.0
381278,-100.0,-100.0,-100.0,-100.0
381292,-100.0,-100.0,-100.0,-100.0
381302,-100.0,-100.0,-100.0,-100.0
381427,-100.0,-100.0,-100.0,-100.0
381447,-100.0,-100.0,-100.0,-100.0
381467,-100.0,-100.0,-100.0,-100.0
381469,-100.0,-100.0,-100.0,-100.0
381500,-100.0,-100.0,-100.0,-100.0
381508,-100.0,-100.0,-100.0,-100.0
381594,-100.0,-100.0,-100.0,-100.0
381615,-100.0,-100.0,-100.0,-100.0
381635,-100.0,-100.0,-100.0,-100.0
381644,-100.0,-100.0,-100.0,-100.0
381661,-100.0,-100.0,-100.0,-100.0
381776,-100.0,-100.0,-100.0,-100.0
381801,-100.0,-100.0,-100.0,-100.0
381820,-100.0,-100.0,-100.0,-100.0
381830,-100.0,-100.0,-100.0,-100.0
382095,-100.0,-100.0,-100.0,-100.0
382115,-100.0,-100.0,-100.0,-100.0
382141,-100.0,-100.0,-100.0,-100.0
382148,-100.0,-100.0,-100.0,-100.0
382164,-100.0,-100.0,-100.0,-100.0
382171,-100.0,-100.0,-100.0,-100.0
382196,-100.0,-100.0,-100.0,-100.0
382213,-100.0,-100.0,-100.0,-100.0
442434,-100.0,-100.0,-100.0,-100.0
442478,-100.0,-100.0,-100.0,-100.0
442506,-100.0,-100.0,-100.0,-100.0
442528,-100.0,-100.0,-100.0,-100.0
442580,-100.0,-100.0,-100.0,-100.0
442601,-100.0,-100.0,-100.0,-100.0
442629,-100.0,-100.0,-100.0,-100.0
442726,-100.0,-100.0,-100.0,-100.0
442759,-100.0,-100.0,-100.0,-100.0
442810,-100.0,-100.0,-100.0,-100.0
442864,-100.0,-100.0,-100.0,-100.0
442928,-100.0,-100.0,-100.0,-100.0
442977,-100.0,-100.0,-100.0,-100.0
443044,-100.0,-100.0,-100.0,-100.0
443107,-100.0,-100.0,-100.0,-100.0
443126,-100.0,-100.0,-100.0,-100.0
443180,-100.0,-100.0,-100.0,-100.0
443247,-100.0,-100.0,-100.0,-100.0
443282,-100.0,-100.0,-100.0,-100.0
443312,-100.0,-100.0,-100.0,-100.0
443329,-100.0,-100.0,-100.0,-100.0
443348,-100.0,-100.0,-100.0,-100.0
443402,-100.0,-100.0,-100.0,-100.0
443420,-100.0,-100.0,-100.0,-100.0
443559,-100.0,-100.0,-100.0,-100.0
443568,-100.0,-100.0,-100.0,-100.0
443622,-100.0,-100.0,-100.0,-100.0
443640,-100.0,-100.0,-100.0,-100.0
469020,-100.0,-100.0,-100.0,-100.0
469035,-100.0,-100.0,-100.0,-100.0
469046,-100.0,-100.0,-100.0,-100.0
469069,-100.0,-100.0,-100.0,-100.0
469080,-100.0,-100.0,-100.0,-100.0
469103,-100.0,-100.0,-100.0,-100.0
469128,-100.0,-100.0,-100.0,-100.0
470724,-100.0,-100.0,-100.0,-100.0
470739,-100.0,-100.0,-100.0,-100.0
470907,-100.0,-100.0,-100.0,-100.0
470923,-100.0,-100.0,-100.0,-100.0
470929,-100.0,-100.0,-100.0,-100.0
470954,-100.0,-100.0,-100.0,-100.0
470962,-100.0,-100.0,-100.0,-100.0
471006,-100.0,-100.0,-100.0,-100.0
471012,-100.0,-100.0,-100.0,-100.0
471054,-100.0,-100.0,-100.0,-100.0
471158,-100.0,-100.0,-100.0,-100.0
471173,-100.0,-100.0,-100.0,-100.0
471181,-100.0,-100.0,-100.0,-100.0
471207,-100.0,-100.0,-100.0,-100.0
471229,-100.0,-100.0,-100.0,-100.0
471241,-100.0,-100.0,-100.0,-100.0
471380,-100.0,-100.0,-100.0,-100.0
471392,-100.0,-100.0,-100.0,-100.0
471419,-100.0,-100.0,-100.0,-100.0
471428,-100.0,-100.0,-100.0,-100.0
471448,-100.0,-100.0,-100.0,-100.0
471451,-100.0,-100.0,-100.0,-100.0
471482,-100.0,-100.0,-100.0,-100.0
471492,-100.0,-100.0,-100.0,-100.0
471612,-100.0,-100.0,-100.0,-100.0
471628,-100.0,-100.0,-100.0,-100.0
471644,-100.0,-100.0,-100.0,-100.0
471654,-100.0,-100.0,-100.0,-100.0
471676,-100.0,-100.0,-100.0,-100.0
471689,-100.0,-100.0,-100.0,-100.0
483769,-100.0,-100.0,-100.0,-100.0
483788,-100.0,-100.0,-100.0,-100.0
483836,-100.0,-100.0,-100.0,-100.0
483845,-100.0,-100.0,-100.0,-100.0
484099,-100.0,-100.0,-100.0,-100.0
484114,-100.0,-100.0,-100.0,-100.0
484147,-100.0,-100.0,-100.0,-100.0
484153,-100.0,-100.0,-100.0,-100.0
484251,-100.0,-100.0,-100.0,-100.0
484265,-100.0,-100.0,-100.0,-100.0
484297,-100.0,-100.0,-100.0,-100.0
484303,-100.0,-100.0,-100.0,-100.0
485049,-100.0,-100.0,-100.0,-100.0
485065,-100.0,-100.0,-100.0,-100.0
485092,-100.0,-100.0,-100.0,-100.0
485098,-100.0,-100.0,-100.0,-100.0
485594,-100.0,-100.0,-100.0,-100.0
485606,-100.0,-100.0,-100.0,-100.0
485633,-100.0,-100.0,-100.0,-100.0
485648,-100.0,-100.0,-100.0,-100.0
485802,-100.0,-100.0,-100.0,-100.0
485819,-100.0,-100.0,-100.0,-100.0
485847,-100.0,-100.0,-100.0,-100.0
485852,-100.0,-100.0,-100.0,-100.0
485999,-100.0,-100.0,-100.0,-100.0
486010,-100.0,-100.0,-100.0,-100.0
486019,-100.0,-100.0,-100.0,-100.0
486039,-100.0,-100.0,-100.0,-100.0
486186,-100.0,-100.0,-100.0,-100.0
486201,-100.0,-100.0,-100.0,-100.0
486225,-100.0,-100.0,-100.0,-100.0
486232,-100.0,-100.0,-100.0,-100.0
486370,-100.0,-100.0,-100.0,-100.0
486385,-100.0,-100.0,-100.0,-100.0
486408,-100.0,-100.0,-100.0,-100.0
486416,-100.0,-100.0,-100.0,-100.0
486423,-100.0,-100.0,-100.0,-100.0
486436,-100.0,-100.0,-100.0,-100.0
487072,-100.0,-100.0,-100.0,-100.0
487086,-100.0,-100.0,-100.0,-100.0
487114,-100.0,-100.0,-100.0,-100.0
487120,-100.0,-100.0,-100.0,-100.0
487146,-100.0,-100.0,-100.0,-100.0
487159,-100.0,-100.0,-100.0,-100.0
487273,-100.0,-100.0,-100.0,-100.0
487286,-100.0,-100.0,-100.0,-100.0
487311,-100.0,-100.0,-100.0,-100.0
487318,-100.0,-100.0,-100.0,-100.0
487342,-100.0,-100.0,-100.0,-100.0
487352,-100.0,-100.0,-100.0,-100.0
487458,-100.0,-100.0,-100.0,-100.0
487474,-100.0,-100.0,-100.0,-100.0
487500,-100.0,-100.0,-100.0,-100.0
487506,-100.0,-100.0,-100.0,-100.0
487534,-100.0,-100.0,-100.0,-100.0
487540,-100.0,-100.0,-100.0,-100.0
487624,-100.0,-100.0,-100.0,-100.0
487637,-100.0,-100.0,-100.0,-100.0
487659,-100.0,-100.0,-100.0,-100.0
487669,-100.0,-100.0,-100.0,-100.0
487677,-100.0,-100.0,-100.0,-100.0
487686,-100.0,-100.0,-100.0,-100.0
487694,-100.0,-100.0,-100.0,-100.0
487706,-100.0,-100.0,-100.0,-100.0
487791,-100.0,-100.0,-100.0,-100.0
487804,-100.0,-100.0,-100.0,-100.0
487826,-100.0,-100.0,-100.0,-100.0
487836,-100.0,-100.0,-100.0,-100.0
487845,-100.0,-100.0,-100.0,-100.0
487852,-100.0,-100.0,-100.0,-100.0
487862,-100.0,-100.0,-100.0,-100.0
487869,-100.0,-100.0,-100.0,-100.0
487958,-100.0,-100.0,-100.0,-100.0
487971,-100.0,-100.0,-100.0,-100.0
487997,-100.0,-100.0,-100.0,-100.0
488003,-100.0,-100.0,-100.0,-100.0
488030,-100.0,-100.0,-100.0,-100.0
488040,-100.0,-100.0,-100.0,-100.0
488125,-100.0,-100.0,-100.0,-100.0
488139,-100.0,-100.0,-100.0,-100.0
488161,-100.0,-100.0,-100.0,-100.0
488170,-100.0,-100.0,-100.0,-100.0
488179,-100.0,-100.0,-100.0,-100.0
488187,-100.0,-100.0,-100.0,-100.0
488209,-100.0,-100.0,-100.0,-100.0
488221,-100.0,-100.0,-100.0,-100.0
488292,-100.0,-100.0,-100.0,-100.0
488305,-100.0,-100.0,-100.0,-100.0
488327,-100.0,-100.0,-100.0,-100.0
488337,-100.0,-100.0,-100.0,-100.0
488362,-100.0,-100.0,-100.0,-100.0
488372,-100.0,-100.0,-100.0,-100.0
488459,-100.0,-100.0,-100.0,-100.0
488472,-100.0,-100.0,-100.0,-100.0
492025,-100.0,-100.0,-100.0,-100.0
