A,B,a_start,a_end,b_start,b_end
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,342.0,424.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,0.0,30.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,0.0,30.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,482.0,523.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,44.0,335.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,473.0,476.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,482.0,523.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,342.0,424.0,482.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,39.0,40.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,0.0,245.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,343.0,357.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,0.0,30.0,424.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,44.0,335.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,409.0,417.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,108.0,108.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,342.0,424.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,427.0,427.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,427.0,427.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,427.0,427.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,0.0,245.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,44.0,335.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,342.0,424.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,0.0,245.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,338.0,338.0,342.0,424.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,0.0,245.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,473.0,476.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,36.0,37.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,343.0,357.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,0.0,30.0,247.0,340.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,108.0,108.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,39.0,40.0,247.0,340.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,427.0,427.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,36.0,37.0,482.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,44.0,335.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,432.0,469.0,473.0,476.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,427.0,427.0,432.0,469.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,432.0,469.0,482.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,247.0,340.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,0.0,30.0,36.0,37.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,44.0,335.0,338.0,338.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,525.0,701.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,363.0,405.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,343.0,357.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,36.0,37.0,342.0,424.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,342.0,424.0,247.0,340.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,424.0,523.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,39.0,40.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,342.0,424.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,482.0,523.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,342.0,424.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,110.0,197.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,36.0,37.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,44.0,335.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,0.0,30.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,343.0,357.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,409.0,417.0,424.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,39.0,40.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,39.0,40.0,342.0,424.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,338.0,338.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,0.0,105.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,0.0,245.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,44.0,335.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s480.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,482.0,523.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,39.0,40.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,432.0,469.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,39.0,40.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,247.0,340.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,44.0,335.0,424.0,523.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,432.0,469.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,427.0,427.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,36.0,37.0,473.0,476.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,0.0,30.0,39.0,40.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,473.0,476.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s42.0e333.0.mp4,39.0,40.0,44.0,335.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,342.0,424.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,338.0,338.0,473.0,476.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,342.0,424.0,473.0,476.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,0.0,30.0,432.0,469.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s422.0e430.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,427.0,427.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s430.0e467.0.mp4,338.0,338.0,432.0,469.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,409.0,417.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s340.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,342.0,424.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,473.0,476.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,473.0,476.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,338.0,338.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,338.0,338.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,0.0,30.0,473.0,476.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,36.0,37.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,338.0,338.0,363.0,405.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,473.0,476.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,409.0,417.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s35.0e42.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,39.0,40.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s0.0e103.0.mp4,36.0,37.0,0.0,105.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s0.0e243.0.mp4,525.0,701.0,0.0,245.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s108.0e198.0.mp4,247.0,340.0,110.0,197.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s243.0e338.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s338.0e361.0.mp4,247.0,340.0,343.0,357.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s333.0e340.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,338.0,338.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s467.0e480.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,473.0,476.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s28.0e35.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,36.0,37.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s361.0e403.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s103.0e108.0.mp4,363.0,405.0,108.0,108.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,0.0,30.0,525.0,701.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s0.0e28.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s403.0e422.0.mp4,0.0,30.0,409.0,417.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Peanut_Butter_Falcon_cut7_s198.0e705.0.mp4,424.0,523.0,200.0,705.0
https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/Good_Boys_cut4_s523.0e701.0.mp4,https://sail.usc.edu/movie_violence_annotation/triplet_annotation_clips/The_Hustle_cut6_s422.0e523.0.mp4,525.0,701.0,424.0,523.0
